,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,MerchantID,TransactionDuration,LoginAttempts
612,TX000613,AC00149,35.73,2023-06-12 16:48:03,Debit,Miami,D000693,M028,87,1
613,TX000614,AC00084,3.44,2023-01-19 17:24:30,Debit,Fort Worth,D000389,M004,108,1
614,TX000615,AC00466,1342.25,2023-04-28 18:11:55,Credit,Fort Worth,D000643,M032,235,1
615,TX000616,AC00359,139.03,2023-08-30 18:00:09,Credit,Los Angeles,D000359,M076,81,1
616,TX000617,AC00023,254.92,2023-09-18 16:04:06,Credit,San Antonio,D000088,M064,169,1
617,TX000618,AC00366,115.11,2023-05-05 17:34:22,Debit,Albuquerque,D000632,M011,139,1
618,TX000619,AC00170,171.11,2023-05-15 16:52:24,Debit,San Francisco,D000172,M084,171,1
619,TX000620,AC00130,168.54,2023-02-02 16:13:13,Debit,Oklahoma City,D000467,M064,142,2
620,TX000621,AC00183,420.76,2023-02-23 16:04:35,Debit,Miami,D000329,M054,76,1
621,TX000622,AC00219,408.46,2023-03-01 16:17:46,Debit,Raleigh,D000669,M058,28,1
622,TX000623,AC00354,1162.42,2023-08-23 16:35:42,Credit,Detroit,D000153,M009,45,1
623,TX000624,AC00290,342.17,2023-12-14 16:09:42,Credit,New York,D000532,M033,247,1
624,TX000625,AC00425,580.71,2023-09-20 16:37:48,Debit,Philadelphia,D000203,M046,95,1
625,TX000626,AC00370,821.54,2023-08-22 18:11:16,Credit,Atlanta,D000142,M044,36,1
626,TX000627,AC00454,253.47,2023-06-14 17:07:08,Debit,Atlanta,D000388,M077,238,1
627,TX000628,AC00403,22.81,2023-05-29 17:53:03,Debit,New York,D000065,M083,75,1
628,TX000629,AC00358,266.57,2023-07-03 17:56:59,Credit,Boston,D000058,M026,96,1
629,TX000630,AC00296,374.61,2023-08-29 18:30:36,Credit,Mesa,D000056,M079,37,1
630,TX000631,AC00393,339.35,2023-02-03 16:08:47,Credit,Boston,D000099,M084,70,1
631,TX000632,AC00223,810.36,2023-01-17 16:59:03,Debit,Columbus,D000393,M081,67,1
632,TX000633,AC00487,9.83,2023-07-24 17:04:17,Debit,Memphis,D000054,M004,86,1
633,TX000634,AC00215,135.57,2023-06-14 17:17:34,Credit,Boston,D000225,M073,116,1
634,TX000635,AC00275,340.05,2023-10-27 17:26:53,Debit,Detroit,D000196,M038,37,1
635,TX000636,AC00482,283.45,2023-10-17 17:24:47,Debit,Colorado Springs,D000399,M039,127,1
636,TX000637,AC00357,100.99,2023-05-29 16:20:29,Debit,New York,D000466,M078,114,1
637,TX000638,AC00026,90.88,2023-02-20 16:48:49,Debit,Albuquerque,D000449,M071,176,1
638,TX000639,AC00416,655.15,2023-01-02 16:22:54,Debit,Seattle,D000626,M083,264,1
639,TX000640,AC00058,320.55,2023-05-01 17:11:47,Debit,Milwaukee,D000549,M041,118,1
640,TX000641,AC00170,41.51,2023-10-04 16:47:33,Debit,Phoenix,D000688,M084,48,1
641,TX000642,AC00262,71.53,2023-10-30 16:49:25,Credit,Jacksonville,D000420,M030,39,1
642,TX000643,AC00032,467.13,2023-09-28 17:18:26,Credit,Kansas City,D000025,M096,45,1
643,TX000644,AC00131,235.4,2023-09-26 17:02:25,Debit,Detroit,D000141,M038,70,1
644,TX000645,AC00176,159.32,2023-01-16 18:57:13,Debit,Seattle,D000446,M033,100,1
645,TX000646,AC00139,50.83,2023-12-18 16:06:14,Credit,Philadelphia,D000421,M076,48,1
646,TX000647,AC00056,56.89,2023-02-03 18:03:56,Credit,Houston,D000120,M062,56,1
647,TX000648,AC00276,20.22,2023-03-10 18:26:19,Debit,Jacksonville,D000123,M003,138,1
648,TX000649,AC00447,50.4,2023-03-27 17:02:44,Debit,San Antonio,D000565,M079,84,1
649,TX000650,AC00143,73.88,2023-05-08 17:42:36,Debit,Los Angeles,D000405,M009,131,1
650,TX000651,AC00139,119.61,2023-03-14 16:21:01,Debit,San Diego,D000102,M017,53,1
651,TX000652,AC00208,1241.05,2023-11-21 16:26:41,Debit,Miami,D000105,M089,129,1
652,TX000653,AC00426,116.58,2023-08-31 16:38:18,Debit,Raleigh,D000646,M038,247,1
653,TX000654,AC00423,1919.11,2023-06-27 17:48:25,Debit,Portland,D000191,M033,161,1
654,TX000655,AC00381,391.96,2023-06-19 16:21:58,Debit,Nashville,D000452,M032,79,1
655,TX000656,AC00458,156.26,2023-01-02 17:49:44,Credit,Virginia Beach,D000134,M059,160,1
656,TX000657,AC00014,427.0,2023-07-31 17:04:29,Credit,Oklahoma City,D000629,M065,163,1
657,TX000658,AC00071,443.68,2023-04-25 18:58:32,Debit,Tucson,D000400,M012,137,1
658,TX000659,AC00054,101.76,2023-02-20 17:27:24,Debit,Philadelphia,D000374,M071,26,1
659,TX000660,AC00182,67.57,2023-08-17 16:44:38,Debit,Charlotte,D000498,M093,107,1
660,TX000661,AC00257,326.29,2023-12-06 17:10:35,Debit,Denver,D000184,M025,179,1
661,TX000662,AC00006,158.56,2023-02-28 17:28:13,Debit,Sacramento,D000027,M087,100,1
662,TX000663,AC00424,56.02,2023-06-19 17:50:29,Debit,Memphis,D000455,M003,142,1
663,TX000664,AC00131,288.28,2023-01-17 17:11:24,Debit,Portland,D000127,M087,36,1
664,TX000665,AC00133,245.67,2023-01-02 18:35:07,Credit,Portland,D000097,M088,107,1
665,TX000666,AC00393,152.18,2023-08-07 16:57:22,Credit,Los Angeles,D000637,M093,176,4
666,TX000667,AC00361,114.35,2023-11-27 16:16:19,Credit,El Paso,D000264,M025,21,1
667,TX000668,AC00092,373.27,2023-07-18 18:03:03,Credit,Miami,D000090,M053,79,1
668,TX000669,AC00049,504.63,2023-11-13 17:07:10,Debit,Portland,D000129,M068,168,1
669,TX000670,AC00023,126.22,2023-05-04 16:25:15,Debit,Atlanta,D000094,M081,77,4
670,TX000671,AC00323,820.15,2023-12-18 16:33:01,Debit,Kansas City,D000281,M093,181,1
671,TX000672,AC00372,986.81,2023-03-31 16:52:35,Credit,Houston,D000093,M039,127,1
672,TX000673,AC00497,8.37,2023-01-12 16:21:27,Debit,Colorado Springs,D000425,M011,135,1
673,TX000674,AC00130,197.49,2023-07-03 16:36:45,Credit,Fresno,D000649,M007,30,1
674,TX000675,AC00034,637.97,2023-10-23 17:17:18,Debit,New York,D000646,M066,90,1
675,TX000676,AC00286,13.52,2023-05-15 16:51:28,Debit,Seattle,D000584,M001,65,1
676,TX000677,AC00232,432.1,2023-03-20 16:28:17,Debit,San Francisco,D000264,M048,240,1
677,TX000678,AC00182,375.17,2023-06-08 17:20:53,Debit,Fort Worth,D000226,M053,66,2
678,TX000679,AC00136,642.68,2023-02-17 16:57:11,Debit,Fresno,D000269,M034,94,1
679,TX000680,AC00101,78.44,2023-11-21 17:25:30,Credit,San Jose,D000476,M033,292,1
680,TX000681,AC00328,139.72,2023-01-16 17:53:00,Debit,Memphis,D000516,M033,201,1
681,TX000682,AC00356,499.99,2023-08-02 16:01:17,Debit,San Jose,D000100,M046,296,1
682,TX000683,AC00312,10.07,2023-01-17 16:47:41,Debit,Albuquerque,D000494,M029,49,1
683,TX000684,AC00242,120.62,2023-02-27 16:37:11,Debit,Raleigh,D000024,M087,85,1
684,TX000685,AC00123,578.49,2023-10-16 17:46:51,Debit,Nashville,D000463,M032,180,1
685,TX000686,AC00071,119.3,2023-08-28 16:08:54,Debit,Mesa,D000597,M058,22,5
686,TX000687,AC00370,280.92,2024-01-01 18:21:50,Debit,Phoenix,D000320,M048,168,1
687,TX000688,AC00330,42.42,2023-06-01 17:19:57,Debit,Sacramento,D000068,M042,102,1
688,TX000689,AC00218,77.03,2023-06-19 16:57:53,Debit,Fresno,D000681,M030,259,1
689,TX000690,AC00437,22.59,2023-03-27 16:12:36,Debit,Seattle,D000048,M060,45,1
690,TX000691,AC00287,568.76,2023-10-09 16:48:50,Debit,Baltimore,D000221,M097,155,1
691,TX000692,AC00418,25.94,2023-10-16 18:53:31,Credit,San Jose,D000232,M003,211,5
692,TX000693,AC00465,105.94,2023-08-07 16:02:55,Debit,Oklahoma City,D000532,M074,207,1
693,TX000694,AC00011,733.29,2023-03-15 18:42:16,Debit,Virginia Beach,D000618,M032,94,5
694,TX000695,AC00432,350.15,2023-11-27 16:18:25,Credit,Fresno,D000234,M052,195,1
695,TX000696,AC00240,1151.18,2023-08-25 17:26:27,Debit,Kansas City,D000208,M055,105,1
696,TX000697,AC00497,183.67,2023-06-26 16:11:29,Debit,San Diego,D000187,M085,238,1
697,TX000698,AC00026,278.27,2023-04-10 16:47:55,Debit,Tucson,D000141,M027,123,1
698,TX000699,AC00277,470.3,2023-09-12 18:46:45,Debit,Austin,D000695,M091,88,1
699,TX000700,AC00116,261.69,2023-11-27 17:29:25,Debit,Philadelphia,D000117,M042,84,1
700,TX000701,AC00367,365.04,2023-03-06 16:29:57,Debit,Virginia Beach,D000232,M003,94,1
701,TX000702,AC00030,211.1,2023-09-14 16:58:48,Debit,Miami,D000653,M070,136,1
702,TX000703,AC00111,21.49,2023-05-04 16:51:17,Debit,Denver,D000108,M050,240,1
703,TX000704,AC00220,63.58,2023-09-11 17:43:14,Debit,Columbus,D000081,M093,199,1
704,TX000705,AC00295,321.86,2023-07-24 16:25:51,Debit,San Antonio,D000554,M005,167,1
705,TX000706,AC00137,12.11,2023-12-12 16:17:27,Debit,Jacksonville,D000577,M038,127,1
706,TX000707,AC00004,642.54,2023-05-10 18:49:20,Debit,Milwaukee,D000663,M025,28,1
707,TX000708,AC00442,210.45,2023-12-11 16:47:05,Debit,Las Vegas,D000547,M011,146,1
708,TX000709,AC00201,313.65,2023-01-30 16:08:07,Credit,Chicago,D000288,M017,173,1
709,TX000710,AC00462,99.76,2023-08-07 16:21:37,Debit,Sacramento,D000501,M039,131,1
710,TX000711,AC00390,115.32,2023-07-25 17:24:07,Debit,Denver,D000663,M075,113,1
711,TX000712,AC00297,33.61,2023-08-21 17:25:00,Debit,Milwaukee,D000116,M014,72,1
712,TX000713,AC00173,498.59,2023-01-30 16:20:26,Credit,Oklahoma City,D000604,M032,32,1
713,TX000714,AC00382,98.81,2023-09-04 16:48:13,Debit,San Francisco,D000430,M047,91,1
714,TX000715,AC00175,1.87,2023-10-20 18:34:41,Debit,Washington,D000165,M014,147,1
715,TX000716,AC00035,78.92,2023-06-15 18:57:42,Credit,Jacksonville,D000118,M075,95,1
716,TX000717,AC00219,194.29,2023-01-23 16:05:42,Credit,Seattle,D000307,M059,10,1
717,TX000718,AC00416,28.73,2023-10-31 16:11:57,Debit,Kansas City,D000384,M016,185,1
718,TX000719,AC00467,105.53,2023-06-16 16:36:20,Debit,Colorado Springs,D000003,M026,88,1
719,TX000720,AC00465,737.34,2023-03-20 17:45:22,Debit,Miami,D000041,M006,34,1
720,TX000721,AC00102,237.86,2023-02-06 17:48:39,Debit,Philadelphia,D000274,M044,210,1
721,TX000722,AC00119,409.61,2023-07-26 16:05:48,Debit,Kansas City,D000618,M024,89,1
722,TX000723,AC00418,75.53,2023-08-21 17:36:05,Credit,Fresno,D000597,M009,157,1
723,TX000724,AC00237,72.75,2023-05-01 16:30:03,Debit,Phoenix,D000413,M067,15,1
724,TX000725,AC00279,39.11,2023-09-01 18:05:37,Debit,Columbus,D000241,M052,143,1
725,TX000726,AC00067,1309.79,2023-03-06 16:33:43,Debit,San Francisco,D000251,M004,139,1
726,TX000727,AC00043,729.38,2023-11-14 17:23:43,Debit,Los Angeles,D000443,M093,90,1
727,TX000728,AC00012,137.49,2023-07-26 16:54:08,Debit,Fort Worth,D000159,M040,50,1
728,TX000729,AC00244,504.71,2023-04-10 18:27:51,Debit,Detroit,D000009,M060,61,1
729,TX000730,AC00395,371.47,2023-05-30 16:15:10,Credit,Milwaukee,D000661,M097,58,1
730,TX000731,AC00253,430.35,2023-02-20 17:23:03,Debit,Charlotte,D000096,M007,205,1
731,TX000732,AC00394,230.32,2023-05-15 18:15:33,Debit,Las Vegas,D000272,M015,56,1
732,TX000733,AC00457,121.71,2023-09-05 17:02:23,Debit,Chicago,D000674,M015,140,1
733,TX000734,AC00046,98.87,2023-01-03 17:51:07,Debit,Detroit,D000058,M060,179,1
734,TX000735,AC00011,117.55,2023-05-19 16:35:07,Debit,Fresno,D000088,M046,35,1
735,TX000736,AC00045,244.64,2023-02-21 18:41:39,Debit,Tucson,D000172,M072,103,1
736,TX000737,AC00181,321.93,2023-12-04 18:27:11,Debit,Nashville,D000083,M092,12,1
737,TX000738,AC00149,1092.73,2023-01-23 17:24:29,Debit,Columbus,D000688,M064,11,1
738,TX000739,AC00288,283.23,2023-02-06 16:48:45,Debit,El Paso,D000695,M061,98,1
739,TX000740,AC00014,346.65,2024-01-01 16:17:13,Debit,Washington,D000077,M062,60,1
740,TX000741,AC00153,381.62,2023-01-27 16:40:28,Debit,Las Vegas,D000670,M097,164,1
741,TX000742,AC00164,388.65,2023-02-21 16:02:33,Debit,Oklahoma City,D000284,M065,43,1
742,TX000743,AC00159,29.22,2023-07-06 18:16:05,Debit,San Antonio,D000432,M068,151,1
743,TX000744,AC00360,46.75,2023-07-31 17:37:31,Debit,Colorado Springs,D000469,M078,150,1
744,TX000745,AC00326,348.64,2023-06-09 17:12:09,Debit,San Jose,D000221,M098,128,1
745,TX000746,AC00110,319.17,2023-01-11 16:58:02,Debit,Tucson,D000444,M088,81,1
746,TX000747,AC00110,73.95,2023-11-03 16:39:45,Debit,Kansas City,D000337,M012,76,1
747,TX000748,AC00257,389.63,2023-02-16 16:20:06,Debit,Mesa,D000645,M100,99,1
748,TX000749,AC00145,217.61,2023-03-16 17:36:31,Debit,Chicago,D000172,M025,45,1
749,TX000750,AC00455,199.84,2023-01-16 16:01:34,Debit,Dallas,D000330,M082,150,1
750,TX000751,AC00282,56.35,2023-02-09 16:09:00,Debit,Charlotte,D000266,M033,75,1
751,TX000752,AC00045,248.95,2023-06-16 16:19:35,Credit,San Francisco,D000454,M068,29,1
752,TX000753,AC00390,142.58,2023-06-19 16:20:51,Debit,San Antonio,D000647,M048,145,1
753,TX000754,AC00032,1020.73,2023-07-24 16:42:06,Debit,Fort Worth,D000676,M087,87,1
754,TX000755,AC00153,84.34,2023-06-08 16:27:56,Debit,Memphis,D000493,M039,248,3
755,TX000756,AC00460,1607.55,2023-09-07 16:27:03,Debit,Phoenix,D000070,M031,156,1
756,TX000757,AC00154,333.78,2023-11-30 17:53:48,Debit,San Diego,D000444,M057,98,1
757,TX000758,AC00190,332.59,2023-07-13 17:50:13,Debit,San Antonio,D000163,M060,143,1
758,TX000759,AC00156,236.81,2023-10-26 16:59:55,Debit,Oklahoma City,D000274,M013,15,1
759,TX000760,AC00005,417.8,2023-06-26 16:21:14,Credit,Philadelphia,D000630,M066,130,1
760,TX000761,AC00126,319.27,2023-08-07 16:54:58,Debit,San Antonio,D000172,M052,150,1
761,TX000762,AC00201,384.1,2023-05-24 18:32:58,Debit,Detroit,D000497,M004,172,1
762,TX000763,AC00165,820.62,2023-03-03 17:18:59,Credit,Fresno,D000622,M084,158,1
763,TX000764,AC00420,474.77,2023-12-25 16:28:20,Credit,Indianapolis,D000046,M073,50,1
764,TX000765,AC00329,542.72,2023-09-04 18:37:57,Credit,Indianapolis,D000573,M100,92,1
765,TX000766,AC00037,79.8,2023-12-22 17:17:34,Debit,Fort Worth,D000477,M070,76,1
766,TX000767,AC00293,46.24,2023-03-13 16:05:46,Debit,San Diego,D000590,M043,52,1
767,TX000768,AC00481,327.8,2023-11-23 17:44:29,Debit,San Francisco,D000517,M054,54,1
768,TX000769,AC00233,445.79,2023-07-07 17:19:39,Debit,Las Vegas,D000308,M052,161,1
769,TX000770,AC00235,55.89,2023-08-17 16:54:30,Debit,Fresno,D000461,M026,150,1
770,TX000771,AC00324,158.41,2023-02-09 16:28:58,Debit,Sacramento,D000122,M013,16,1
771,TX000772,AC00029,101.19,2023-11-29 18:38:41,Credit,Denver,D000524,M033,75,1
772,TX000773,AC00093,827.14,2023-01-17 17:25:13,Debit,El Paso,D000645,M018,265,4
773,TX000774,AC00141,61.97,2023-05-22 18:45:23,Debit,Phoenix,D000487,M056,95,1
774,TX000775,AC00061,27.21,2023-06-14 16:34:54,Debit,San Jose,D000700,M050,102,1
775,TX000776,AC00092,173.74,2023-09-08 17:48:22,Debit,Houston,D000127,M074,64,1
776,TX000777,AC00354,176.11,2023-08-10 16:48:55,Debit,San Jose,D000566,M091,105,1
777,TX000778,AC00358,88.4,2023-11-10 18:02:07,Debit,Fort Worth,D000112,M065,174,1
778,TX000779,AC00078,567.92,2023-06-20 16:27:07,Debit,Columbus,D000358,M042,14,1
779,TX000780,AC00013,138.11,2023-12-11 17:29:02,Credit,Phoenix,D000227,M001,104,1
780,TX000781,AC00030,456.93,2023-09-26 16:18:33,Credit,Virginia Beach,D000587,M006,193,1
781,TX000782,AC00074,101.42,2023-04-25 17:00:15,Debit,Atlanta,D000195,M036,146,1
782,TX000783,AC00399,300.61,2023-05-01 17:21:46,Debit,El Paso,D000086,M006,51,1
783,TX000784,AC00323,265.94,2023-06-05 16:11:07,Debit,Boston,D000581,M085,132,1
784,TX000785,AC00107,345.54,2023-01-24 16:05:40,Debit,San Diego,D000054,M050,50,1
785,TX000786,AC00211,411.52,2023-01-10 17:40:16,Debit,Los Angeles,D000494,M023,88,1
786,TX000787,AC00297,111.21,2023-08-21 18:36:41,Debit,Portland,D000401,M076,111,1
787,TX000788,AC00102,316.37,2023-08-28 17:34:17,Debit,Colorado Springs,D000599,M088,86,1
788,TX000789,AC00196,260.63,2023-12-20 18:58:27,Debit,Fort Worth,D000564,M005,142,1
789,TX000790,AC00342,92.36,2023-03-27 16:48:34,Debit,Dallas,D000598,M092,144,1
790,TX000791,AC00027,262.06,2023-09-11 16:09:15,Debit,Oklahoma City,D000408,M029,118,1
791,TX000792,AC00339,64.5,2023-08-17 18:32:19,Debit,Denver,D000076,M062,230,1
792,TX000793,AC00468,253.55,2023-01-11 16:56:58,Debit,Jacksonville,D000112,M007,85,5
793,TX000794,AC00262,408.28,2023-03-15 16:33:09,Credit,Nashville,D000638,M028,125,3
794,TX000795,AC00425,175.94,2023-06-05 16:16:13,Debit,Indianapolis,D000438,M044,89,1
795,TX000796,AC00161,199.47,2023-08-14 16:26:38,Debit,Detroit,D000585,M041,142,1
796,TX000797,AC00417,51.07,2023-01-23 18:06:58,Debit,Dallas,D000114,M017,133,1
797,TX000798,AC00208,435.86,2023-12-29 17:17:48,Debit,Jacksonville,D000471,M075,134,1
798,TX000799,AC00304,74.73,2023-01-30 17:17:38,Credit,Jacksonville,D000566,M009,162,1
799,TX000800,AC00166,182.79,2023-10-25 16:21:15,Credit,Louisville,D000499,M013,14,1
800,TX000801,AC00279,628.36,2023-01-20 16:09:37,Debit,Austin,D000415,M005,108,1
801,TX000802,AC00114,268.39,2023-02-21 18:13:02,Debit,San Antonio,D000224,M021,177,1
802,TX000803,AC00411,362.27,2023-05-11 16:36:38,Debit,Jacksonville,D000073,M051,47,1
803,TX000804,AC00380,560.15,2023-08-14 18:01:36,Credit,Memphis,D000493,M059,92,1
804,TX000805,AC00272,351.99,2023-06-12 16:58:04,Debit,Chicago,D000513,M001,45,2
805,TX000806,AC00202,132.36,2023-03-13 17:01:57,Debit,Colorado Springs,D000203,M094,160,1
806,TX000807,AC00053,24.77,2023-11-01 16:55:58,Credit,Nashville,D000449,M002,17,1
807,TX000808,AC00316,668.67,2023-11-07 17:38:05,Debit,Detroit,D000682,M019,143,4
808,TX000809,AC00422,80.24,2023-05-19 17:28:42,Credit,New York,D000604,M016,58,1
809,TX000810,AC00083,8.65,2023-11-20 16:28:19,Debit,Mesa,D000105,M060,198,1
810,TX000811,AC00125,178.91,2023-03-15 16:37:04,Debit,Omaha,D000041,M035,19,1
811,TX000812,AC00227,115.22,2023-12-08 17:05:33,Debit,San Francisco,D000185,M063,108,1
812,TX000813,AC00292,161.63,2023-12-25 16:32:44,Debit,San Jose,D000626,M077,276,1
813,TX000814,AC00319,542.75,2023-12-07 18:28:50,Credit,Nashville,D000641,M045,63,1
814,TX000815,AC00431,317.47,2023-05-01 17:31:34,Credit,Sacramento,D000060,M083,16,1
815,TX000816,AC00365,280.99,2023-02-20 18:03:01,Debit,Houston,D000374,M096,29,1
816,TX000817,AC00050,24.19,2023-02-08 17:33:08,Debit,San Diego,D000099,M061,28,1
817,TX000818,AC00129,586.85,2023-08-15 16:57:27,Debit,Mesa,D000515,M014,86,1
818,TX000819,AC00366,372.41,2023-06-19 18:12:16,Debit,San Diego,D000362,M088,143,1
819,TX000820,AC00452,63.17,2023-07-25 18:28:57,Debit,Fresno,D000647,M039,148,1
820,TX000821,AC00339,383.69,2023-10-31 17:06:08,Debit,Colorado Springs,D000133,M064,285,1
821,TX000822,AC00389,247.17,2023-05-22 17:58:55,Credit,Chicago,D000081,M096,149,1
822,TX000823,AC00188,48.78,2023-08-11 16:43:41,Credit,Kansas City,D000071,M006,136,1
823,TX000824,AC00039,4.15,2023-10-19 16:34:39,Credit,Omaha,D000214,M019,119,1
824,TX000825,AC00319,60.99,2023-08-01 17:14:17,Debit,Oklahoma City,D000651,M037,58,1
825,TX000826,AC00077,408.19,2023-12-15 16:48:08,Debit,Mesa,D000369,M038,241,1
826,TX000827,AC00131,524.6,2023-04-07 17:37:34,Debit,El Paso,D000593,M002,76,1
827,TX000828,AC00180,108.96,2023-10-10 18:12:07,Debit,Milwaukee,D000240,M070,247,1
828,TX000829,AC00249,70.03,2023-12-18 18:34:33,Debit,Nashville,D000005,M073,49,1
829,TX000830,AC00454,124.84,2023-09-22 17:44:42,Debit,Louisville,D000640,M051,79,1
830,TX000831,AC00076,324.04,2023-07-05 16:49:05,Debit,Virginia Beach,D000642,M043,30,1
831,TX000832,AC00386,39.69,2023-04-24 17:16:27,Debit,Austin,D000539,M089,163,1
832,TX000833,AC00444,157.7,2023-12-01 17:29:15,Credit,Omaha,D000075,M019,46,1
833,TX000834,AC00307,81.27,2023-11-07 16:36:34,Credit,Seattle,D000228,M051,68,1
834,TX000835,AC00397,193.82,2023-04-20 17:52:46,Debit,Kansas City,D000531,M042,176,1
835,TX000836,AC00078,16.73,2023-11-30 17:48:36,Debit,Omaha,D000660,M022,165,1
836,TX000837,AC00348,474.05,2023-08-10 18:30:37,Debit,San Jose,D000643,M031,214,1
837,TX000838,AC00169,39.21,2023-05-10 16:15:31,Debit,Miami,D000059,M093,245,4
838,TX000839,AC00007,637.75,2023-07-24 16:07:05,Debit,Dallas,D000561,M028,152,1
839,TX000840,AC00009,153.59,2023-05-04 17:43:59,Credit,Portland,D000270,M001,174,1
840,TX000841,AC00065,186.6,2023-10-25 16:03:16,Debit,Tucson,D000554,M086,139,1
841,TX000842,AC00362,644.08,2023-05-08 17:29:00,Debit,Atlanta,D000377,M018,55,1
842,TX000843,AC00444,226.66,2023-12-27 18:55:13,Debit,Austin,D000644,M001,168,1
843,TX000844,AC00106,305.0,2023-10-12 17:20:30,Debit,Phoenix,D000608,M003,222,1
844,TX000845,AC00241,233.1,2023-01-16 17:28:48,Credit,Nashville,D000472,M011,37,1
845,TX000846,AC00092,793.13,2023-05-10 16:38:07,Debit,Memphis,D000518,M035,76,1
846,TX000847,AC00173,224.19,2023-09-21 16:42:38,Debit,Houston,D000266,M017,93,1
847,TX000848,AC00363,214.83,2023-03-20 18:12:30,Credit,Tucson,D000228,M009,63,1
848,TX000849,AC00185,163.46,2023-09-08 17:09:54,Credit,Baltimore,D000150,M037,111,1
849,TX000850,AC00370,194.99,2023-12-01 17:01:30,Debit,Jacksonville,D000442,M097,91,1
850,TX000851,AC00124,23.4,2023-02-08 18:27:49,Debit,El Paso,D000079,M027,175,4
851,TX000852,AC00412,227.5,2023-03-13 16:59:33,Debit,Sacramento,D000227,M055,277,1
852,TX000853,AC00068,259.9,2023-06-22 16:08:43,Debit,Oklahoma City,D000551,M083,100,1
853,TX000854,AC00321,59.51,2023-04-04 16:12:25,Credit,Dallas,D000263,M086,55,1
854,TX000855,AC00302,50.63,2023-05-24 16:21:09,Debit,Columbus,D000314,M045,143,1
855,TX000856,AC00217,1074.95,2023-06-02 16:49:03,Debit,Jacksonville,D000674,M089,91,1
856,TX000857,AC00298,112.94,2023-11-24 17:35:47,Credit,San Antonio,D000265,M091,31,1
857,TX000858,AC00327,11.81,2023-02-27 16:07:38,Debit,Phoenix,D000295,M072,131,1
858,TX000859,AC00054,329.14,2023-11-14 16:37:42,Debit,Sacramento,D000156,M018,14,1
859,TX000860,AC00403,154.24,2023-11-06 16:19:31,Debit,Mesa,D000129,M049,82,1
860,TX000861,AC00397,233.44,2023-01-20 16:23:48,Debit,Chicago,D000334,M037,297,1
861,TX000862,AC00383,141.8,2023-11-15 18:56:02,Debit,Chicago,D000046,M088,116,1
862,TX000863,AC00450,209.03,2023-10-09 18:20:39,Debit,Detroit,D000371,M012,126,1
863,TX000864,AC00086,1137.63,2023-02-14 16:55:26,Debit,Baltimore,D000494,M074,144,1
864,TX000865,AC00156,261.14,2023-05-15 18:44:04,Debit,San Antonio,D000218,M040,162,1
865,TX000866,AC00418,101.81,2023-06-29 17:51:45,Debit,Fort Worth,D000209,M087,105,1
866,TX000867,AC00263,98.71,2023-09-18 17:41:29,Debit,Fort Worth,D000276,M070,117,1
867,TX000868,AC00009,87.38,2023-03-03 18:23:29,Debit,Atlanta,D000356,M054,252,1
868,TX000869,AC00436,83.39,2023-09-18 16:00:54,Debit,Omaha,D000069,M042,158,1
869,TX000870,AC00399,267.55,2023-06-13 16:06:05,Debit,Charlotte,D000138,M084,40,1
870,TX000871,AC00182,870.05,2023-08-31 16:42:18,Debit,El Paso,D000098,M077,39,1
871,TX000872,AC00482,154.32,2024-01-01 16:53:32,Credit,Tucson,D000055,M015,269,1
872,TX000873,AC00475,164.51,2023-06-05 18:09:44,Debit,Louisville,D000105,M056,110,1
873,TX000874,AC00253,758.12,2023-07-03 18:46:29,Debit,San Francisco,D000413,M028,90,1
874,TX000875,AC00376,103.76,2023-03-29 16:20:33,Debit,Kansas City,D000667,M085,188,1
875,TX000876,AC00058,583.92,2023-08-01 16:11:52,Debit,Kansas City,D000429,M024,139,1
876,TX000877,AC00304,204.06,2023-01-02 16:07:17,Debit,Washington,D000685,M069,159,1
877,TX000878,AC00035,53.51,2023-10-26 16:54:32,Debit,New York,D000671,M030,165,1
878,TX000879,AC00366,1108.46,2023-08-31 16:16:15,Debit,Los Angeles,D000353,M046,262,1
879,TX000880,AC00362,52.95,2023-08-07 18:02:59,Credit,Charlotte,D000652,M061,14,1
880,TX000881,AC00094,120.17,2023-08-08 17:07:42,Debit,Portland,D000052,M023,105,1
881,TX000882,AC00225,220.8,2023-09-06 18:43:52,Debit,Indianapolis,D000532,M021,28,1
882,TX000883,AC00474,119.01,2023-03-13 17:26:41,Debit,Philadelphia,D000418,M069,87,1
883,TX000884,AC00448,183.32,2023-05-10 16:27:51,Debit,Raleigh,D000450,M041,74,1
884,TX000885,AC00439,858.88,2023-08-22 16:31:34,Debit,Jacksonville,D000389,M085,227,1
885,TX000886,AC00133,11.46,2023-02-13 16:53:17,Credit,San Francisco,D000315,M092,128,1
886,TX000887,AC00480,61.37,2023-02-06 16:54:19,Debit,Columbus,D000074,M001,164,1
887,TX000888,AC00265,103.08,2023-02-27 16:48:02,Credit,Milwaukee,D000304,M096,150,1
888,TX000889,AC00176,1.21,2023-08-21 17:19:06,Debit,Atlanta,D000369,M039,196,1
889,TX000890,AC00278,425.18,2023-10-04 16:00:54,Credit,Colorado Springs,D000496,M051,172,1
890,TX000891,AC00216,60.96,2023-10-23 16:35:48,Debit,Colorado Springs,D000090,M065,238,1
891,TX000892,AC00431,64.21,2023-01-09 16:36:16,Debit,Omaha,D000527,M028,37,1
